App Name,App Id,Platform,Keyword,Store Domain,Store,Note,Last Update,Ranking,Change,Popularity,Difficulty,Apps in Ranking
Temporary App 7,7,iphone,birds species,us,🇺🇸 US,,2025-02-11 18:49:37 +0000,1000,0,5,48,68
Temporary App 7,7,iphone,species,us,🇺🇸 US,,2025-02-11 18:49:44 +0000,1000,0,5,47,225
Temporary App 7,7,iphone,dog breed,us,🇺🇸 US,,2025-02-11 18:50:03 +0000,1000,0,22,43,203
Temporary App 7,7,iphone,car model,us,🇺🇸 US,,2025-02-11 18:50:19 +0000,1000,0,5,38,181
Temporary App 7,7,iphone,food recognition,us,🇺🇸 US,,2025-02-11 18:50:54 +0000,1000,0,5,31,54
Temporary App 7,7,iphone,food,us,🇺🇸 US,,2025-02-11 18:51:00 +0000,1000,0,60,97,243
Temporary App 7,7,iphone,calories,us,🇺🇸 US,,2025-02-11 18:51:12 +0000,1000,0,37,100,239
Temporary App 7,7,iphone,calories recognition,us,🇺🇸 US,,2025-02-11 18:51:23 +0000,1000,0,5,5,19
Temporary App 7,7,iphone,coin recognition,us,🇺🇸 US,,2025-02-11 18:51:39 +0000,1000,0,5,54,234
Temporary App 7,7,iphone,picture recognition,us,🇺🇸 US,,2025-02-11 18:52:36 +0000,1000,0,5,94,225
Temporary App 7,7,iphone,stone recognition,us,🇺🇸 US,,2025-02-11 18:52:59 +0000,1000,0,5,15,15
Temporary App 7,7,iphone,rock recognition,us,🇺🇸 US,,2025-02-11 18:53:06 +0000,1000,0,5,18,24
Temporary App 7,7,iphone,music recognition,us,🇺🇸 US,,2025-02-11 18:53:14 +0000,1000,0,33,97,119
Temporary App 7,7,iphone,ai video maker,us,🇺🇸 US,,2025-02-12 06:39:10 +0000,1000,0,36,49,238
Temporary App 7,7,iphone,ai photo,us,🇺🇸 US,,2025-02-12 06:40:06 +0000,1000,0,47,73,237
Temporary App 7,7,iphone,sztuczna inteligencja,pl,🇵🇱 Poland,,2025-02-12 06:40:38 +0000,1000,0,39,42,120
Temporary App 7,7,iphone,ai,pl,🇵🇱 Poland,,2025-02-12 06:42:40 +0000,1000,0,69,60,235
Temporary App 7,7,iphone,ai chat,pl,🇵🇱 Poland,,2025-02-12 06:44:01 +0000,1000,0,43,43,234
Temporary App 7,7,iphone,siłownia,pl,🇵🇱 Poland,,2025-02-12 06:47:09 +0000,1000,0,31,47,238
Temporary App 7,7,iphone,bieganie,pl,🇵🇱 Poland,,2025-02-12 06:47:17 +0000,1000,0,51,47,178
Temporary App 7,7,iphone,rower,pl,🇵🇱 Poland,,2025-02-12 06:47:31 +0000,1000,0,32,48,206
Temporary App 7,7,iphone,piłka nożna,pl,🇵🇱 Poland,,2025-02-12 06:47:57 +0000,1000,0,49,48,221
Temporary App 7,7,iphone,plan treningowy,pl,🇵🇱 Poland,,2025-02-12 06:48:28 +0000,1000,0,41,47,239
Temporary App 7,7,iphone,tenis,pl,🇵🇱 Poland,,2025-02-12 06:51:02 +0000,1000,0,38,40,230
Temporary App 7,7,iphone,lekarz,pl,🇵🇱 Poland,,2025-02-13 08:04:55 +0000,1000,0,27,42,224
Temporary App 7,7,iphone,3d,pl,🇵🇱 Poland,,2025-02-13 09:39:01 +0000,1000,0,38,55,243
Temporary App 7,7,iphone,3d ai,pl,🇵🇱 Poland,,2025-02-13 09:39:09 +0000,1000,0,5,46,237
Temporary App 7,7,iphone,restaurant,pl,🇵🇱 Poland,,2025-02-13 09:41:35 +0000,1000,0,39,47,231
Temporary App 7,7,iphone,ranking,pl,🇵🇱 Poland,,2025-02-13 09:42:25 +0000,1000,0,25,47,217
Temporary App 7,7,iphone,filmy,pl,🇵🇱 Poland,,2025-02-13 09:42:36 +0000,1000,0,33,49,227
Temporary App 7,7,iphone,auto,pl,🇵🇱 Poland,,2025-02-18 08:46:52 +0000,1000,0,43,44,231
Temporary App 7,7,iphone,samochód,pl,🇵🇱 Poland,,2025-02-18 08:47:01 +0000,1000,0,5,42,232
Temporary App 7,7,iphone,car,pl,🇵🇱 Poland,,2025-02-18 08:47:08 +0000,1000,0,60,53,244
Temporary App 7,7,iphone,marka,pl,🇵🇱 Poland,,2025-02-18 08:47:27 +0000,1000,0,5,31,231
Temporary App 7,7,iphone,football,pl,🇵🇱 Poland,,2025-02-18 08:47:43 +0000,1000,0,52,56,229
Temporary App 7,7,iphone,model,pl,🇵🇱 Poland,,2025-02-18 08:48:36 +0000,1000,0,5,45,223
Temporary App 7,7,iphone,training,pl,🇵🇱 Poland,,2025-02-18 08:49:13 +0000,1000,0,21,57,232
Temporary App 7,7,iphone,plane,pl,🇵🇱 Poland,,2025-02-18 08:49:48 +0000,1000,0,39,44,231
Temporary App 7,7,iphone,car scanner,pl,🇵🇱 Poland,,2025-02-18 08:49:55 +0000,1000,0,51,40,222
Temporary App 7,7,iphone,moto ai scanner,pl,🇵🇱 Poland,,2025-02-18 08:50:16 +0000,1000,0,5,53,3
Temporary App 7,7,iphone,scanner,pl,🇵🇱 Poland,,2025-02-18 08:50:23 +0000,1000,0,54,58,224
Temporary App 7,7,iphone,car scanner,us,🇺🇸 US,,2025-02-18 08:50:37 +0000,1000,0,37,47,238
